Product Code,Product Name,Product Price,Product Brand,Product Availability,Product Link
QXM5696,"1990 Basket Buddy, Miniature",$9.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Basket-Buddy-Miniature_p_17652.html
QXM5633,"1990 Bear Hug, Miniature",$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Bear-Hug-Miniature_p_17654.html
QX5483,1990 Bearback Rider,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Bearback-Rider_p_17655.html
QX4733,1990 Beary Good Deal,$7.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Beary-Good-Deal_p_17656.html
QLX7326,1990 Beary Short Nap,$11.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Beary-Short-Nap_p_17657.html
QX2033,"1990 Betsey Clark - 5th Christmas Duet, Betsey Clark : Home for Christmas #5",$13.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Betsey-Clark--5th-Christmas-Duet-Betsey-Clark-Home-for-Christmas-5_p_17658.html
QX5196,1990 Billboard Bunny,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Billboard-Bunny_p_17659.html
QC9646,1990 Blonde Girl - German Wish,$14.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Blonde-Girl--German-Wish_p_18113.html
QX5043,1990 Born to Dance,$8.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Born-to-Dance_p_17663.html
QC9036,1990 Boy in Red Tunic - Greek Wish,$14.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Boy-in-Red-Tunic--Greek-Wish_p_18114.html
QC9656,1990 Boy in Stripes - Italian Wish,$14.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Boy-in-Stripes--Italian-Wish_p_18115.html
QXM5776,"1990 Brass Bouquet, Miniature",$6.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Brass-Bouquet-Miniature_p_17665.html
QXM5793,1990 Brass Horn,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Brass-Horn_p_17666.html
QXM5796,1990 Brass Peace,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Brass-Peace_p_17667.html
QX4586,"1990 Bright Moving Colors, Crayola #2",$24.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Bright-Moving-Colors-Crayola-2_p_15144.html
QX4586DB,"1990 Bright Moving Colors, Crayola #2 DB",$21.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Bright-Moving-Colors-Crayola-2-DB_p_26955.html
QX4493,1990 Brother,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Brother_p_17670.html
QXM5673,"1990 Busy Carver, Miniature",$6.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Busy-Carver-Miniature_p_17673.html
QLX7243,"1990 Children's Express, L & M Trains",$47.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Childrens-Express-L-M-Trains_p_17679.html
QX4876,1990 Child's Fifth Christmas,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Childs-Fifth-Christmas_p_17676.html
QX4873,1990 Child's Fourth Christmas,$11.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Childs-Fourth-Christmas_p_17677.html
QX4866,1990 Child's Third Christmas,$12.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Childs-Third-Christmas_p_17678.html
QX4366,1990 Chiming In,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Chiming-In_p_17680.html
QLX7296,1990 Chris Mouse - 6th Chris Wreath,$18.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Chris-Mouse--6th-Chris-Wreath_p_17681.html
QLX7303,1990 Christmas Classics - 5th & Final The Littlest Angel,$26.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Christmas-Classics--5th-Final-The-Littlest-Angel_p_17682.html
QX4373,1990 Christmas Croc,$12.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Christmas-Croc_p_17683.html
QXM5636,"1990 Christmas Dove, Miniature",$12.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Christmas-Dove-Miniature_p_13524.html
QX4506,1990 Christmas Kitty - 2nd Kitten in Coat and Hat,$5.00,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Christmas-Kitty--2nd-Kitten-in-Coat-and-Hat_p_17684.html
QXC4766,1990 Christmas Limited - L.E.,$37.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Christmas-Limited--LE_p_17685.html
QLX7276,1990 Christmas Memories,$47.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Christmas-Memories_p_17686.html
QXM5533,"1990 Cloisonne Poinsettia, Precious Editions, Miniature",$14.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Cloisonne-Poinsettia-Precious-Editions-Miniature_p_17688.html
QXC4456,1990 Club Hollow,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Club-Hollow_p_17689.html
QXM5756,"1990 Coal Car, Noel R.R. #2, Miniature",$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Coal-Car-Noel-RR-2-Miniature_p_17792.html
QX4436,"1990 Cookies for Santa, Collectors Plate #4",$9.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Cookies-for-Santa-Collectors-Plate-4_p_12744.html
QX4486,1990 Copy of Cheer,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Copy-of-Cheer_p_17690.html
QXM5693,1990 Country Heart,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Country-Heart_p_17692.html
QX4993,1990 Coyote Carols,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Coyote-Carols_p_17693.html
QX4966,1990 Cozy Goose,$5.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Cozy-Goose_p_17694.html
EPR3701,"1990 Crayola Bunny w/Egg, Figurine",$14.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Crayola-Bunny-wEgg-Figurine_p_17695.html
QXC5603,"1990 Crown Prince, Club",$3.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Crown-Prince-Club_p_12725.html
QX4533,1990 Dad,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Dad_p_17696.html
QX4496,1990 Daughter,$11.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Daughter_p_17698.html
QLX7213,1990 Deer Crossing,$24.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Deer-Crossing_p_17699.html
QX5056,1990 Dickens Caroler Bell - 1st Mr. Ashbourne,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Dickens-Caroler-Bell--1st-Mr-Ashbourne_p_17700.html
QX4823,1990 Donder's Diner,$7.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Donders-Diner_p_17701.html
QXC4476,1990 Dove Of Peace - L.E.,$24.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Dove-Of-Peace--LE_p_17702.html
QLX7356,1990 Elf Of The Year,$8.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Elf-Of-The-Year_p_17706.html
QLX7265,1990 Elfin Whittler,$28.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Elfin-Whittler_p_17707.html
XSH6416,"1990 Eskimo Stocking Hanger, Frosty Friends",$47.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Eskimo-Stocking-Hanger-Frosty-Friends_p_17723.html
XSH6416DB,"1990 Eskimo Stocking Hanger, Frosty Friends - DB",$42.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Eskimo-Stocking-Hanger-Frosty-Friends--DB_p_25001.html
QX4466,1990 Fabulous Decade #1 - Squirrel with Brass 1990,$13.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Fabulous-Decade-1--Squirrel-with-Brass-1990_p_17708.html
QX5173,1990 Feliz Navidad,$14.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Feliz-Navidad-_p_17709.html
QXM5783,"1990 Festive Angel, Miniature Tree Topper",$24.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Festive-Angel-Miniature-Tree-Topper_p_17710.html
QX4923,"1990 Festive Surrey, Here Comes Santa #12",$25.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Festive-Surrey-Here-Comes-Santa-12_p_15134.html
QX2103,1990 Five Years Together,$12.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Five-Years-Together_p_17718.html
QLX7236,1990 Forest Frolics - 2nd Animals in Tree House,$34.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Forest-Frolics--2nd-Animals-in-Tree-House_p_17719.html
QX4903,1990 Forty Years Together,$0.00,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Forty-Years-Together_p_17720.html
QX4143,1990 Friendship Kitten,$13.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Friendship-Kitten_p_17721.html
QX2166,1990 From Our Home to Yours,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-From-Our-Home-to-Yours_p_17722.html
QX4396,1990 Frosty Friends #11,$29.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Frosty-Friends-11_p_13643.html
QX4396SDB,1990 Frosty Friends #11 - SDB,$27.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Frosty-Friends-11--SDB_p_15222.html
XPR9724,1990 Frosty Friends Memory Wreath,$5.00,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Frosty-Friends-Memory-Wreath_p_13434.html
XPR9724DB,1990 Frosty Friends Memory Wreath - DB,$7.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Frosty-Friends-Memory-Wreath--DB_p_24822.html
XPR9724-SET,1990 Frosty Friends Memory Wreath and Ornaments (COMPLETE SET),$19.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Frosty-Friends-Memory-Wreath-and-Ornaments-COMPLETE-SET_p_27433.html
QX2303,1990 Garfield,$17.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Garfield_p_17724.html
QX4756,1990 Gentle Dreamers,$18.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Gentle-Dreamers_p_17725.html
QX5033,1990 Gingerbread Elf,$10.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Gingerbread-Elf_p_17728.html
QC9547,1990 Girl in Beret - French Wish,$14.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Girl-in-Beret--French-Wish_p_18116.html
QC9043,1990 Girl in Kimono - Japanese Wish,$14.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Girl-in-Kimono--Japanese-Wish_p_18117.html
QC9653,1990 Girl in Ruffles - Spanish Wish,$14.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Girl-in-Ruffles--Spanish-Wish_p_18118.html
QXM5683,"1990 Going Sledding, Miniature",$7.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Going-Sledding-Miniature_p_17731.html
QX4963,1990 Golf's My Bag,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Golfs-My-Bag_p_17732.html
QX5236,1990 Goose Cart,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Goose-Cart_p_17733.html
QXM5723,"1990 Grandchild's First Christmas, Miniature",$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Grandchilds-First-Christmas-Miniature_p_17734.html
QX2286,1990 Granddaughter,$11.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Granddaughter_p_17735.html
QX3106,1990 Granddaughter's First Christmas,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Granddaughters-First-Christmas_p_17736.html
QX2236,1990 Grandmother,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Grandmother_p_17737.html
QX2293,1990 Grandson,$13.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Grandson_p_17739.html
QX3063,1990 Grandson's First Christmas,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Grandsons-First-Christmas_p_17740.html
QX4656,"1990 Greatest Story #1, Brass Snowflake with White Porcelain Nativity",$11.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Greatest-Story-1-Brass-Snowflake-with-White-Porcelain-Nativity_p_17741.html
QX4713,1990 Hang in There,$11.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Hang-in-There_p_17744.html
QX4645,1990 Happy Voices,$3.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Happy-Voices_p_17745.html
QX4763,1990 Happy Woodcutter,$7.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Happy-Woodcutter_p_17746.html
QX4463,"1990 Hark, It's Herald #2",$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Hark-Its-Herald-2_p_17747.html
QX4726,1990 Heart of Christmas - 1st Santa Filling the Stockings,$28.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Heart-of-Christmas--1st-Santa-Filling-the-Stockings_p_17748.html
QC9913,1990 Heirloom Santa Collection - Santa Putting on Glove,$49.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Heirloom-Santa-Collection--Santa-Putting-on-Glove_p_18137.html
QLX7333,1990 Holiday Flash,$27.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Holiday-Flash_p_17752.html
QX4696,"1990 Holiday Home, Nostalgic Houses & Shops #7",$32.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Holiday-Home-Nostalgic-Houses-Shops-7_p_17794.html
QX5183,1990 Home for the Owlidays,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Home-for-the-Owlidays_p_17753.html
QLX7353,"1990 Hop 'N Pop Popper, Magic - Hard to Find",$68.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Hop-N-Pop-Popper-Magic--Hard-to-Find_p_17754.html
QX4976,1990 Hot Dogger,$9.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Hot-Dogger_p_17755.html
QX4683,1990 Jolly Dolphin,$8.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Jolly-Dolphin_p_17759.html
QX5503,1990 Joy Is in the Air,$14.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Joy-Is-in-the-Air_p_17760.html
QX4106,1990 King Klaus,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-King-Klaus_p_17762.html
QXM5736,"1990 Kittens In Toyland #3, Miniature",$6.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Kittens-In-Toyland-3-Miniature_p_17764.html
QX4716,1990 Kitty's Best Pal,$12.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Kittys-Best-Pal_p_17765.html
QLX7226,1990 Letter To Santa,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Letter-To-Santa_p_17766.html
XPR9723,"1990 Little Bear, Frosty Friends",$7.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Little-Bear-Frosty-Friends_p_13465.html
QX5233,1990 Little Drummer Boy,$8.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Little-Drummer-Boy_p_17768.html
XPR9720,"1990 Little Frosty, Frosty Friends",$9.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Little-Frosty-Frosty-Friends_p_12891.html
XPR9722,"1990 Little Husky, Frosty Friends",$9.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Little-Husky-Frosty-Friends_p_13466.html
XPR9721,"1990 Little Seal, Frosty Friends",$9.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Little-Seal-Frosty-Friends_p_12838.html
QX4703,1990 Long Winter's Nap,$13.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Long-Winters-Nap_p_17770.html
QX5476,1990 Lovable Dears,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Lovable-Dears_p_17771.html
QXM5643,"1990 Madonna And Child, Miniature",$7.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Madonna-And-Child-Miniature_p_17773.html
QX4446,1990 Meow Mart,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Meow-Mart_p_17776.html
QX4736,1990 Merry Olde Santa #1,$23.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Merry-Olde-Santa-1_p_17777.html
QXM5743,1990 Miniature Rocking Horse #3,$11.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Miniature-Rocking-Horse-3_p_17823.html
QX4593,1990 Mom and Dad,$18.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Mom-and-Dad_p_17778.html
QX4933,1990 Mooy Christmas,$18.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Mooy-Christmas_p_17780.html
QX4536,1990 Mother,$9.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Mother_p_17781.html
QX4536,1990 Mother,$9.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Mother_p_17781.html
QX4753,1990 Mouseboat,$7.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Mouseboat_p_17785.html
QLX7263,1990 Mrs. Santa's Kitchen,$39.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Mrs-Santas-Kitchen_p_17787.html
QXM5706,"1990 Nativity, Miniature",$17.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Nativity-Miniature_p_17788.html
QXM5733,"1990 Nature's Angels #1, Miniature",$11.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Natures-Angels-1-Miniature_p_17789.html
QX5193,1990 Nutshell Chat,$7.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Nutshell-Chat_p_17795.html
QX4883,1990 Our First Christmas Together,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Our-First-Christmas-Together_p_17712.html
QXM5616,"1990 Panda's Surprise, Miniature",$5.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Pandas-Surprise-Miniature_p_17798.html
QLX7212,1990 Partridges In A Pear,$10.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Partridges-In-A-Pear_p_17800.html
QLX7212DB,1990 Partridges In A Pear DB,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Partridges-In-A-Pear-DB_p_27578.html
QX2233,"1990 Peanuts, Glass Ball",$27.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Peanuts-Glass-Ball_p_17802.html
QXM5746,"1990 Penguin Pal #3, Miniature",$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Penguin-Pal-3-Miniature_p_17803.html
QX4973,1990 Pepperoni Mouse,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Pepperoni-Mouse_p_17804.html
QX4693,1990 Perfect Catch,$13.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Perfect-Catch_p_17805.html
QXM5516,"1990 Perfect Fit, Miniature",$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Perfect-Fit-Miniature_p_17806.html
QX4666,1990 Polar Jogger,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Polar-Jogger_p_17810.html
QX4626,1990 Polar Pair,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Polar-Pair_p_17811.html
QX5156,1990 Polar Sport,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Polar-Sport_p_17812.html
QX5166,1990 Polar TV,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Polar-TV_p_17813.html
QX4663,1990 Polar V.I.P.,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Polar-VIP_p_17814.html
QX4633,1990 Polar Video,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Polar-Video_p_17815.html
QX4986,1990 Poolside Walrus,$11.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Poolside-Walrus_p_17816.html
QX4393,"1990 Popcorn Party, Mr and Mrs Claus #5",$25.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Popcorn-Party-Mr-and-Mrs-Claus-5_p_13832.html
QX4426,1990 Porcelain Bear - 8th & Final Cinnamon Bear with Christmas Tree,$11.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Porcelain-Bear--8th-Final-Cinnamon-Bear-with-Christmas-Tree_p_17817.html
QXM5666,"1990 Puppy Love, Miniature",$7.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Puppy-Love-Miniature_p_17819.html
QX4433,1990 Reindeer Champs - 5th Comet,$11.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Reindeer-Champs--5th-Comet_p_17821.html
QX4646,1990 Rocking Horse #10,$52.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Rocking-Horse-10_p_17822.html
QX4423,"1990 Rosebud, Marys Angels #3",$57.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Rosebud-Marys-Angels-3_p_13642.html
QXM5816,1990 Ruby Reindeer,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Ruby-Reindeer_p_17824.html
QX4686,1990 S. Claus Taxi,$17.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-S-Claus-Taxi_p_17825.html
QX4983,1990 Santa Schnoz,$16.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Santa-Schnoz_p_17827.html
QLX7256,1990 Santa's Ho-Ho-Hoedown,$45.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Santas-Ho-Ho-Hoedown_p_17828.html
QLX7256DB,1990 Santa's Ho-Ho-Hoedown DB,$40.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Santas-Ho-Ho-Hoedown-DB_p_27579.html
QXM5826,"1990 Santa's Journey, Miniature",$9.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Santas-Journey-Miniature_p_17829.html
QXM5766,"1990 Santa's Streetcar, Miniature",$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Santas-Streetcar-Miniature_p_17830.html
QXM5763,"1990 School, Old English Village #3, Miniature",$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-School-Old-English-Village-3-Miniature_p_17796.html
QX4723,"1990 Snoopy and Woodstock, Peanuts",$24.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Snoopy-and-Woodstock-Peanuts_p_13184.html
QXM5773,"1990 Snow Angel, Miniature",$5.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Snow-Angel-Miniature_p_17833.html
QXM5506,1990 Snowmen - Wooden,$5.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Snowmen--Wooden_p_25658.html
QLX7253,1990 Song And Dance,$30.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Song-And-Dance_p_17836.html
QXM5726,"1990 Special Friends, Miniature",$11.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Special-Friends-Miniature_p_17837.html
QX5496,1990 Spoon Rider,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Spoon-Rider_p_17838.html
QXM5623,"1990 Stamp Collector, Miniature",$5.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Stamp-Collector-Miniature_p_17842.html
QLX7306,1990 Starlight Angel,$13.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Starlight-Angel_p_17843.html
QLX7336,"1990 Starship Christmas, Magic",$27.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Starship-Christmas-Magic_p_17844.html
QX5186,1990 Stitches of Joy,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Stitches-of-Joy_p_17846.html
QX5493,1990 Stocking Pals,$10.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1990-Stocking-Pals_p_17847.html
QXM5606,"1990 Stringing Along, Miniature",$8.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1990-Stringing-Along-Miniature_p_17848.html
